Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Month,Intake Day of the Week,Intake Year,Outcome Month,Outcome Day of the Week,Outcome Year
A046865,SUGAR BEAR,Dog,Male,2,,PIT BULL,BLACK,,03/26/2018,Confiscated,Animal Cruelty,Euthanized,Behavior Severe,04/08/2018,,,,,,
A046867,TIA,Dog,Spayed Female,3,6,AMERICAN STAFF,BLACK,4365-17,03/27/2018,Stray,Over the Counter,Return to Owner,,03/27/2018,,,,,,
A046871,MINI ME,Dog,Spayed Female,12,,CHIHUAHUA SH,BLACK,981020023606117,03/27/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/05/2018,,,,,,
A046874,BUD,Dog,Male,4,,PIT BULL,GRAY,4372,03/27/2018,Stray,Animal Control,Return to Owner,Walk-In,03/27/2018,,,,,,
A046883,STRETCH,Other,Male,2,,RAT,BROWN,,03/27/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/01/2018,,,,,,
A046885,,Other,Male,2,,GUINEA PIG,BLACK,,03/27/2018,Confiscated,Owner Evicted,Transfer,,04/09/2018,,,,,,
A046888,,Other,Female,2,,OPOSSUM,GRAY,,03/27/2018,Stray,Animal Control,Euthanized,Wildlife,03/27/2018,,,,,,
A046892,DUKE,Dog,Neutered Male,2,,ALASK MALAMUTE,BLACK,L18-011182,03/28/2018,Stray,Animal Control,Adoption,Walk-In,04/10/2018,,,,,,
A046892,DUKE,Dog,Neutered Male,2,,ALASK MALAMUTE,BLACK,L18-011434,06/02/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/03/2018,,,,,,
A046892,DUKE,Dog,Neutered Male,2,,ALASK MALAMUTE,BLACK,981020023609199,03/16/2019,Return,Over the Counter,Adoption,Walk-In,03/30/2019,,,,,,
A046892,DUKE,Dog,Neutered Male,2,,ALASK MALAMUTE,BLACK,981020023609199,02/23/2019,Stray,Over the Counter,Adoption,Walk-In,03/07/2019,,,,,,
A046895,SAGE,Dog,Spayed Female,,2.75,PIT BULL,BR BRINDLE,,03/28/2018,Confiscated,Animal Cruelty,Return to Owner,Walk-In,04/03/2018,,,,,,
A046895,SAGE,Dog,Spayed Female,,2.75,PIT BULL,BR BRINDLE,981020027234907,04/03/2018,Owner Surrendered,Over the Counter,Foster,Illness Minor,04/09/2018,,,,,,
A046895,SAGE,Dog,Spayed Female,,2.75,PIT BULL,BR BRINDLE,981020027234907,04/14/2018,Foster,Over the Counter,Adoption,Walk-In,04/14/2018,,,,,,
A046897,LARK,Dog,Spayed Female,,5,PIT BULL,BR BRINDLE,L18-011156,04/03/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/06/2018,,,,,,
A046897,LARK,Dog,Spayed Female,,5,PIT BULL,BR BRINDLE,,03/28/2018,Confiscated,Animal Cruelty,Return to Owner,Walk-In,04/03/2018,,,,,,
A046897,LARK,Dog,Spayed Female,,5,PIT BULL,BR BRINDLE,,08/18/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/24/2018,,,,,,
A046900,,Other,Female,2,,RACCOON,BROWN,,03/28/2018,Stray,Animal Control,Euthanized,Wildlife,03/28/2018,,,,,,
A046903,,Other,Unknown,1,,RACCOON,BLACK,,03/29/2018,Stray,Over the Counter,Euthanized,Wildlife,03/29/2018,,,,,,
A046909,JOEY,Dog,Neutered Male,1,,CHIHUAHUA SH,BLACK,L18-011144,03/29/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/05/2018,,,,,,
A046909,JOEY,Dog,Neutered Male,1,,CHIHUAHUA SH,BLACK,985112008940764,02/09/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/10/2019,,,,,,
A046913,GANNON,Dog,Male,1,3,LABRADOR RETR,BLACK,,03/30/2018,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,04/07/2018,,,,,,
A046915,FIGARO,Cat,Neutered Male,1,,DOMESTIC SH,BUFF,981020027174092,03/30/2018,Stray,Over the Counter,Adoption,Walk-In,04/29/2018,,,,,,
A046922,ZATCH,Dog,Neutered Male,1,,PAPILLON,BROWN,981020027258560,03/30/2018,Stray,Over the Counter,Adoption,Walk-In,04/10/2018,,,,,,
A046924,,Cat,Neutered Male,2,,DOMESTIC SH,BLACK,L18-011141,03/30/2018,Stray,Over the Counter,Adoption,Walk-In,04/05/2018,,,,,,
A046929,LILLY,Cat,Spayed Female,,0.75,DOMESTIC SH,BLK TABBY,,03/31/2018,Stray,Over the Counter,Foster,Underage or Underweight,04/01/2018,,,,,,
A046929,LILLY,Cat,Spayed Female,,0.75,DOMESTIC SH,BLK TABBY,981020027145785,04/21/2018,Foster,Over the Counter,Adoption,Walk-In,04/23/2018,,,,,,
A046932,TINY,Cat,Neutered Male,3,,DOMESTIC SH,BLACK,,03/31/2018,Euthanasia Request,Over the Counter,Euthanized,Aggressive,03/31/2018,,,,,,
A046938,,Bird,Female,2,,CHICKEN,WHITE,,03/31/2018,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,03/31/2018,,,,,,
A046939,,Bird,Female,2,,CHICKEN,WHITE,,03/31/2018,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,03/31/2018,,,,,,
A046940,CARLEY MAE,Cat,Spayed Female,2,,DOMESTIC SH,BRN TABBY,,03/31/2018,Stray,Over the Counter,Foster,Nursing,04/07/2018,,,,,,
A046940,CARLEY MAE,Cat,Spayed Female,2,,DOMESTIC SH,BRN TABBY,981020027226930,05/30/2018,Foster,Over the Counter,Adoption,Walk-In,06/13/2018,,,,,,
A046945,,Dog,Female,5,,PIT BULL,BLUE,,04/01/2018,Confiscated,Animal Cruelty,Euthanized,Behavior Manageable,04/08/2018,,,,,,
A046947,BEANS,Dog,Spayed Female,1,,RAT TERRIER,BLACK,981020027145303,04/02/2018,Owner Surrendered,Over the Counter,Adoption,,04/06/2018,,,,,,
A046950,,Cat,Unknown,,,DOMESTIC SH,BLACK,,04/02/2018,Stray,Over the Counter,Euthanized,Underage or Underweight,04/02/2018,,,,,,
A046952,CARLOS,Cat,Neutered Male,,0.75,DOMESTIC SH,BRN TABBY,,04/02/2018,Stray,Animal Control,Foster,Underage or Underweight,04/03/2018,,,,,,
A046952,CARLOS,Cat,Neutered Male,,0.75,DOMESTIC SH,BRN TABBY,981020027252067,05/07/2018,Foster,Over the Counter,Adoption,Walk-In,05/14/2018,,,,,,
A046957,TALLULAH,Cat,Spayed Female,13,,DOMESTIC SH,BRN TABBY,,04/03/2018,Euthanasia Request,Over the Counter,Euthanized,Age-Related,04/03/2018,,,,,,
A046959,,Cat,Female,1,,DOMESTIC MH,BLACK,,04/03/2018,Stray,Over the Counter,Euthanized,Feral,04/05/2018,,,,,,
A046967,PIXIE,Cat,Spayed Female,,1.95,DOMESTIC SH,WHITE,,04/03/2018,Owner Surrendered,Over the Counter,Foster,Nursing,04/04/2018,,,,,,
A046967,PIXIE,Cat,Spayed Female,,1.95,DOMESTIC SH,WHITE,981020027247692,05/09/2018,Foster,Over the Counter,Adoption,Walk-In,05/21/2018,,,,,,
A046973,,Other,Male,2,,RACCOON,BROWN,,04/03/2018,Stray,Animal Control,Euthanized,Wildlife,04/03/2018,,,,,,
A046975,,Cat,Male,,,DOMESTIC SH,WHITE,,04/04/2018,Stray,Over the Counter,Foster,Underage or Underweight,04/04/2018,,,,,,
A046975,,Cat,Male,,,DOMESTIC SH,WHITE,,04/05/2018,Foster,Over the Counter,Unassisted Death,While In Foster,04/05/2018,,,,,,
A046980,,Other,Male,2,,RACCOON,BROWN,,04/04/2018,Stray,Animal Control,Euthanized,Wildlife,04/04/2018,,,,,,
A046982,,Other,Female,2,,OPOSSUM,GRAY,,04/04/2018,Stray,Animal Control,Euthanized,Wildlife,04/04/2018,,,,,,
A046986,LEO,Dog,Neutered Male,,,RAT TERRIER,TRICOLOR,981020025496682,04/04/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/09/2018,,,,,,
A046989,,Cat,Spayed Female,1,,DOMESTIC MH,BLACK,,04/04/2018,Stray,Animal Control,Euthanized,Behavior Severe,04/16/2018,,,,,,
A046990,MOZART,Cat,Neutered Male,,,DOMESTIC SH,ORG TABBY,,04/04/2018,Stray,Animal Control,Adoption,Walk-In,05/03/2018,,,,,,
A046992,GIZMO,Dog,Male,1,,SHIH TZU,CREAM,,04/05/2018,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,04/07/2018,,,,,,
A047002,BUSTER,Dog,Neutered Male,8,,BEAGLE,FAWN,L18-011149,04/05/2018,Stray,Animal Control,Return to Owner,Walk-In,04/06/2018,,,,,,
A047008,LIZZIE,Cat,Spayed Female,,,DOMESTIC SH,GRAY TABBY,,04/06/2018,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,04/07/2018,,,,,,
A047008,LIZZIE,Cat,Spayed Female,,,DOMESTIC SH,GRAY TABBY,981020027150732,05/30/2018,Foster,Over the Counter,Adoption,,05/31/2018,,,,,,
A047009,HANK,Cat,Neutered Male,,,DOMESTIC SH,BLACK,981020027275039,05/30/2018,Foster,Over the Counter,Adoption,Walk-In,05/31/2018,,,,,,
A047009,HANK,Cat,Neutered Male,,,DOMESTIC SH,BLACK,,04/06/2018,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,04/07/2018,,,,,,
A047012,OSA,Dog,Spayed Female,,,PIT BULL,WHITE,981020027096869,04/06/2018,Stray,Animal Control,Adoption,Walk-In,04/29/2018,,,,,,
A047014,CUCUMBER,Dog,Spayed Female,6,,TR WALKER HOUND,TRICOLOR,981020027242192,04/06/2018,Stray,Animal Control,Transfer,Rescue Group,05/20/2018,,,,,,
A047019,,Other,Female,2,,RACCOON,BLACK,,04/07/2018,Stray,Animal Control,Euthanized,Wildlife,04/07/2018,,,,,,
A047026,,Other,Female,2,,SQUIRREL,BROWN,,04/08/2018,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,04/08/2018,,,,,,
A047028,,Bird,Unknown,1,,OTHER BIRD,BLACK,,04/08/2018,Stray,Animal Control,Euthanized,Injury Severe,04/08/2018,,,,,,
A047031,,Cat,Male,1,,DOMESTIC SH,BRN TABBY,,04/09/2018,Stray,Over the Counter,Euthanized,Feral,04/11/2018,,,,,,
A047033,MARLEY,Dog,Neutered Male,8,,CHIHUAHUA SH,BROWN,L18-011224,04/09/2018,Stray,Over the Counter,Foster,,04/20/2018,,,,,,
A047033,MARLEY,Dog,Neutered Male,8,,CHIHUAHUA SH,BROWN,L18-011224,07/11/2018,Foster,Over the Counter,Adoption,,07/11/2018,,,,,,
A047041,,Other,Female,2,,RACCOON,BLACK,,04/09/2018,Stray,Animal Control,Euthanized,Condition Severe,04/09/2018,,,,,,
A047043,DASH,Cat,Neutered Male,1,,DOMESTIC SH,BLACK,981020027137284,04/09/2018,Stray,Animal Control,Adoption,Walk-In,05/01/2018,,,,,,
A047053,,Cat,Male,2,,DOMESTIC SH,BLACK,,04/10/2018,Stray,Animal Control,Euthanized,Feral,04/12/2018,,,,,,
A047055,,Other,Female,2,,OPOSSUM,CREAM,,04/10/2018,Stray,Animal Control,Euthanized,Wildlife,04/10/2018,,,,,,
A047068,,Cat,Male,1,6,DOMESTIC SH,BRN TABBY,,04/11/2018,Stray,Animal Control,Euthanized,Feral,04/13/2018,,,,,,
A047070,ZEUS,Cat,Neutered Male,8,,DOMESTIC SH,GRAY TABBY,L18-011303,04/11/2018,Stray,Over the Counter,Adoption,Walk-In,05/06/2018,,,,,,
A047076,,Dog,Spayed Female,3,,CHIHUAHUA SH,BLACK,981020027128178,04/11/2018,Stray,Animal Control,Adoption,Walk-In,04/24/2018,,,,,,
A047082,JASPER,Other,Male,1,6,GUINEA PIG,BROWN,,04/12/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/13/2018,,,,,,
A047083,,Dog,Spayed Female,,2.5,TR WALKER HOUND,BROWN,981020027154367,04/12/2018,Transfer,,Adoption,Walk-In,04/17/2018,,,,,,
A047085,,Dog,Spayed Female,,2.5,TR WALKER HOUND,FAWN,981020027140118,04/12/2018,Transfer,,Adoption,Walk-In,04/17/2018,,,,,,
A047099,ZEUS,Dog,Neutered Male,2,,PIT BULL,BLACK,985113001227957,04/14/2018,Stray,Animal Control,Return to Owner,Walk-In,04/14/2018,,,,,,
A047101,SPOTS,Other,Neutered Male,,4,REX,WHITE,981020027114839,04/14/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/03/2018,,,,,,
A047103,,Other,Unknown,1,,RACCOON,BLACK,,04/14/2018,Stray,Over the Counter,Euthanized,Wildlife,04/14/2018,,,,,,
A047116,,Dog,Male,2,,ROTTWEILER,BLACK,,04/15/2018,Stray,Animal Control,Euthanized,Aggressive,04/21/2018,,,,,,
A047118,,Other,Female,2,,RACCOON,BROWN,,04/15/2018,Stray,Animal Control,Euthanized,Illness Minor,04/15/2018,,,,,,
A047122,BRONX,Dog,Male,8,,PIT BULL,FAWN,4560,04/16/2018,Stray,Animal Control,Return to Owner,,04/16/2018,,,,,,
A047129,ROLLY,Cat,Neutered Male,,0.25,DOMESTIC SH,ORG TABBY,,04/16/2018,Stray,Animal Control,Foster,Underage or Underweight,04/16/2018,,,,,,
A047129,ROLLY,Cat,Neutered Male,,0.25,DOMESTIC SH,ORG TABBY,981020027232824,06/11/2018,Foster,Over the Counter,Adoption,Website Information,06/14/2018,,,,,,
A047129,ROLLY,Cat,Neutered Male,,0.25,DOMESTIC SH,ORG TABBY,,06/04/2018,Foster,Over the Counter,Foster,Underage or Underweight,06/04/2018,,,,,,
A047131,HONEY,Other,Female,1,6,GUINEA PIG,ORANGE,,04/16/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/05/2018,,,,,,
A047138,DANIEL,Cat,Neutered Male,,,DOMESTIC SH,BRN TABBY,,04/16/2018,Stray,Animal Control,Foster,Underage or Underweight,04/16/2018,,,,,,
A047138,DANIEL,Cat,Neutered Male,,,DOMESTIC SH,BRN TABBY,,04/21/2018,Foster,Over the Counter,Foster,Underage or Underweight,04/21/2018,,,,,,
A047138,DANIEL,Cat,Neutered Male,,,DOMESTIC SH,BRN TABBY,981020027221468,06/07/2018,Foster,Over the Counter,Adoption,Walk-In,06/10/2018,,,,,,
A047140,,Cat,Female,2,,DOMESTIC SH,BLACK,,04/17/2018,Stray,Over the Counter,Euthanized,Feral,04/19/2018,,,,,,
A047146,G-MONEY,Dog,Neutered Male,2,,MALTESE,WHITE,L18-011274,04/16/2018,Stray,Animal Control,Adoption,Walk-In,04/30/2018,,,,,,
A047148,ELVIRA,Cat,Spayed Female,6,,DOMESTIC MH,BLACK,985121006237873,04/17/2018,Euthanasia Request,Over the Counter,Euthanized,Behavior Severe,04/17/2018,,,,,,
A047150,,Cat,Male,2,,DOMESTIC MH,BLACK,,04/17/2018,Transfer,,Euthanized,Feral,04/17/2018,,,,,,
A047152,,Bird,Female,2,,CHICKEN,RED,,04/17/2018,Confiscated,Animal Cruelty,Return to Owner,Walk-In,04/17/2018,,,,,,
A047155,ALBERT EGGSTEIN,Bird,Male,2,,CHICKEN,BLACK,,04/17/2018,Confiscated,Animal Cruelty,Return to Owner,Walk-In,04/17/2018,,,,,,
A047155,ALBERT EGGSTEIN,Bird,Male,2,,CHICKEN,BLACK,,04/17/2018,Owner Surrendered,Over the Counter,Adoption,,05/02/2018,,,,,,
A047157,,Bird,Female,2,,CHICKEN,BLACK,,04/17/2018,Confiscated,Animal Cruelty,Return to Owner,Walk-In,04/17/2018,,,,,,
A047160,LITTLE BIT,Cat,Spayed Female,2,,DOMESTIC SH,BLACK,L18-011254,04/17/2018,Stray,Over the Counter,Adoption,,04/26/2018,,,,,,
A047176,THUNDER,Dog,Male,2,,CHIHUAHUA SH,BROWN,,04/17/2018,Stray,Animal Control,Euthanized,Injury Severe,04/19/2018,,,,,,
A047179,SIMON,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,,04/18/2018,Stray,Animal Control,Foster,Underage or Underweight,04/18/2018,,,,,,
A047179,SIMON,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,,05/09/2018,Foster,Over the Counter,Foster,Underage or Underweight,05/09/2018,,,,,,
A047179,SIMON,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,981020027198099,06/20/2018,Foster,Over the Counter,Adoption,Walk-In,07/01/2018,,,,,,
A047179,SIMON,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,,05/27/2018,Foster,Over the Counter,Foster,Underage or Underweight,05/27/2018,,,,,,
A047180,ROCKY,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,,05/09/2018,Foster,Over the Counter,Foster,Underage or Underweight,05/09/2018,,,,,,
A047180,ROCKY,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,981020027217299,06/20/2018,Foster,Over the Counter,Adoption,Walk-In,07/01/2018,,,,,,
A047180,ROCKY,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,,05/27/2018,Foster,Over the Counter,Foster,Underage or Underweight,05/27/2018,,,,,,
A047180,ROCKY,Cat,Neutered Male,,1,DOMESTIC SH,GRAY,,04/18/2018,Stray,Animal Control,Foster,Underage or Underweight,04/18/2018,,,,,,
A047187,,Cat,Female,,8,DOMESTIC LH,BLACK,,04/19/2018,Stray,Over the Counter,Euthanized,Feral,04/21/2018,,,,,,
A047189,MINT,Other,Male,1,,GUINEA PIG,TRICOLOR,,04/19/2018,Confiscated,Animal Cruelty,Adoption,Website Information,05/12/2018,,,,,,
A047190,PEPPA,Other,Female,1,,GUINEA PIG,TRICOLOR,,04/19/2018,Confiscated,Animal Cruelty,Adoption,Walk-In,05/10/2018,,,,,,
A047194,,Cat,Male,5,,DOMESTIC SH,BLACK,,04/19/2018,Stray,Animal Control,Euthanized,Illness Severe,04/25/2018,,,,,,
A047203,,Cat,Male,3,,DOMESTIC SH,BRN TABBY,,04/20/2018,Stray,Animal Control,Euthanized,Feral,04/22/2018,,,,,,
A047215,GHOST,Dog,Neutered Male,4,,GERM SHEPHERD,SABLE,985170000223950,04/21/2018,Stray,Animal Control,Return to Owner,Walk-In,04/21/2018,,,,,,
A047223,CORY CORNBREAD,Cat,Neutered Male,3,,DOMESTIC SH,BRN TABBY,L18-011280,04/21/2018,Stray,Over the Counter,Adoption,Walk-In,05/01/2018,,,,,,
A047225,MOONY THE MEWER,Cat,Spayed Female,,2,DOMESTIC SH,BLK TABBY,,04/22/2018,Stray,Over the Counter,Foster,Behavior Manageable,04/24/2018,,,,,,
A047225,MOONY THE MEWER,Cat,Spayed Female,,2,DOMESTIC SH,BLK TABBY,981020027142040,05/23/2018,Foster,Over the Counter,Adoption,Walk-In,05/29/2018,,,,,,
A047228,,Other,Unknown,2,,RACCOON,BLACK,,04/22/2018,Stray,Animal Control,Euthanized,Wildlife,04/22/2018,,,,,,
A047232,SWEET BABY,Cat,Spayed Female,,,DOMESTIC SH,BRN TABBY,L18-011257,04/22/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/26/2018,,,,,,
A047234,"""M""",Cat,Spayed Female,,,DOMESTIC SH,GRAY TABBY,L18-011261,04/22/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/26/2018,,,,,,
A047239,WIZARD,Dog,Neutered Male,1,,PIT BULL,BR BRINDLE,981020027102022,04/23/2018,Stray,Animal Control,Adoption,Walk-In,05/07/2018,,,,,,
A047241,,Cat,Neutered Male,3,,DOMESTIC SH,BLACK,,04/23/2018,Stray,Animal Control,Euthanized,Feral,05/04/2018,,,,,,
A047246,TOMMY BOY,Cat,Male,3,,DOMESTIC SH,BLACK,,04/23/2018,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,04/27/2018,,,,,,
A047248,,Other,Unknown,,2,RACCOON,BLACK,,04/23/2018,Stray,Over the Counter,Transfer,Wildlife,04/23/2018,,,,,,
A047259,SHADOW,Cat,Spayed Female,2,,DOMESTIC MH,BLACK,981020027052153,04/23/2018,Stray,Over the Counter,Adoption,Walk-In,05/18/2018,,,,,,
A047260,CEASAR,Dog,Male,3,,SHIH TZU,WHITE,L18-011243,04/23/2018,Stray,Over the Counter,Return to Owner,Walk-In,04/25/2018,,,,,,
A047266,,Other,Male,,6,RACCOON,BROWN,,04/24/2018,Stray,Animal Control,Euthanized,Wildlife,04/24/2018,,,,,,
A047274,BO JACK,Cat,Neutered Male,2,,DOMESTIC SH,BRN TABBY,L18-011771,04/25/2018,Owner Surrendered,Over the Counter,Adoption,TV Ad,08/18/2018,,,,,,
A047280,HUNTER,Cat,Neutered Male,,1.25,DOMESTIC LH,GRAY,,04/25/2018,Stray,Animal Control,Foster,Underage or Underweight,04/25/2018,,,,,,
A047280,HUNTER,Cat,Neutered Male,,1.25,DOMESTIC LH,GRAY,981020027262072,05/10/2018,Foster,Over the Counter,Adoption,Walk-In,05/21/2018,,,,,,
A047282,VLADIMIR,Dog,Neutered Male,3,,POODLE MIN,GRAY,L18-011297,04/25/2018,Stray,Over the Counter,Adoption,Walk-In,05/05/2018,,,,,,
A047289,MARLEY,Dog,Spayed Female,,3,LABRADOR RETR,BLACK,981020027054600,04/26/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/27/2018,,,,,,
A047291,,Other,Female,1,,OPOSSUM,GRAY,,04/26/2018,Stray,Over the Counter,Euthanized,Wildlife,04/26/2018,,,,,,
A047293,,Other,Male,1,,RACCOON,BLACK,,04/26/2018,Stray,Over the Counter,Euthanized,Wildlife,04/26/2018,,,,,,
A047305,,Other,Unknown,2,,RACCOON,GRAY,,04/26/2018,Stray,Animal Control,Euthanized,Wildlife,04/26/2018,,,,,,
A047313,JACOBI,Dog,Neutered Male,,5,PIT BULL,FAWN,981020027146330,04/27/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/03/2018,,,,,,
A047315,CARLOS,Dog,Neutered Male,,6,PIT BULL,BL BRINDLE,981020027259981,04/27/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/04/2018,,,,,,
A047315,CARLOS,Dog,Neutered Male,,6,PIT BULL,BL BRINDLE,981020027259981,03/28/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/10/2019,,,,,,
A047317,CHANCE,Dog,Neutered Male,4,,CHIHUAHUA SH,TAN,981020027144728,04/27/2018,Owner Surrendered,Over the Counter,Return to Owner,Walk-In,05/02/2018,,,,,,
A047320,SQUASH,Cat,Spayed Female,,0.5,DOMESTIC SH,GRAY,981020027204575,06/15/2018,Foster,Over the Counter,Adoption,Walk-In,06/19/2018,,,,,,
A047320,SQUASH,Cat,Spayed Female,,0.5,DOMESTIC SH,GRAY,,04/27/2018,Stray,Over the Counter,Foster,Underage or Underweight,04/29/2018,,,,,,
A047320,SQUASH,Cat,Spayed Female,,0.5,DOMESTIC SH,GRAY,,05/04/2018,Foster,Over the Counter,Foster,Underage or Underweight,05/04/2018,,,,,,
A047325,FLUFFY,Cat,Neutered Male,4,,DOMESTIC LH,WHITE,981020027256122,04/28/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/17/2018,,,,,,
A047334,,Dog,Neutered Male,,2,PIT BULL,TAN,981020027104019,04/28/2018,Confiscated,Animal Cruelty,Adoption,Walk-In,05/17/2018,,,,,,
A047341,BAM BAM,Dog,Neutered Male,3,,SHIH TZU,GRAY,17054,04/28/2018,Stray,Animal Control,Return to Owner,Walk-In,04/28/2018,,,,,,
A047348,NEMO,Dog,Spayed Female,15,,SHIH TZU,BLACK,,04/29/2018,Euthanasia Request,Over the Counter,Euthanized,Illness Severe,04/29/2018,,,,,,
A047351,KATIE,Cat,Spayed Female,12,,DOMESTIC SH,TORBIE,,04/29/2018,Owner Surrendered,Over the Counter,Euthanized,Injury Severe,04/29/2018,,,,,,
A047354,,Cat,Male,1,,DOMESTIC SH,BRN TABBY,,04/29/2018,Stray,Animal Control,Euthanized,Feral,05/01/2018,,,,,,
A047356,BUDDY,Dog,Neutered Male,,11,LABRADOR RETR,BLACK,L18-011314,04/29/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/08/2018,,,,,,
A047363,RAVEN,Cat,Spayed Female,,0.5,DOMESTIC SH,BLACK,,04/29/2018,Stray,Over the Counter,Foster,Underage or Underweight,04/29/2018,,,,,,
A047363,RAVEN,Cat,Spayed Female,,0.5,DOMESTIC SH,BLACK,981020027207966,06/13/2018,Foster,Over the Counter,Adoption,,06/14/2018,,,,,,
A047369,,Dog,Female,2,,PIT BULL,BLACK,,04/30/2018,Stray,Animal Control,Euthanized,Behavior Severe,05/09/2018,,,,,,
A047370,PAVLOVA,Cat,Spayed Female,,0.75,DOMESTIC SH,TORBIE,,04/30/2018,Stray,Over the Counter,Foster,Underage or Underweight,05/01/2018,,,,,,
A044736,COTTON,Dog,Spayed Female,6,,AUST CATTLE DOG,BLUE MERLE,L19-009811,03/26/2019,Stray,Animal Control,Return to Owner,Walk-In,04/04/2019,,,,,,
A044742,ECLIPSE,Cat,Spayed Female,,9,DOMESTIC SH,GRAY,981020021484747,10/19/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/09/2017,,,,,,
A044743,DAWN,Cat,Spayed Female,,9,DOMESTIC SH,BRN TABBY,981020021521784,10/19/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/09/2017,,,,,,
A044744,,Other,Male,,6,RACCOON,BLACK,,10/19/2017,Stray,Over the Counter,Euthanized,Wildlife,10/19/2017,,,,,,
A044745,,Other,Female,,6,RACCOON,BLACK,,10/19/2017,Stray,Over the Counter,Euthanized,Wildlife,10/19/2017,,,,,,
A044758,,Cat,Female,4,,DOMESTIC SH,WHITE,,10/19/2017,Stray,Animal Control,Euthanized,Feral,10/21/2017,,,,,,
A044761,,Dog,Female,,10,PIT BULL,BROWN,,10/19/2017,Confiscated,Captured by Police,Unassisted Death,,10/19/2017,,,,,,
A044762,,Cat,Neutered Male,11,,DOMESTIC LH,BLACK,,10/19/2017,Confiscated,Captured by Police,Unassisted Death,Enroute,10/19/2017,,,,,,
A044781,,Cat,Neutered Male,5,,DOMESTIC LH,BRN TABBY,,10/20/2017,Stray,Animal Control,Unassisted Death,Enroute,10/20/2017,,,,,,
A044782,,Other,Unknown,1,,RACCOON,GRAY,,10/21/2017,Stray,Over the Counter,Euthanized,Wildlife,10/21/2017,,,,,,
A044783,ZOE,Dog,Spayed Female,10,,SCHNAUZER MIN,GRAY,,10/21/2017,Stray,Over the Counter,Return to Owner,Walk-In,10/21/2017,,,,,,
A044784,,Cat,Spayed Female,8,,DOMESTIC SH,BLACK,,10/21/2017,Stray,Over the Counter,Euthanized,Time and Space,11/01/2017,,,,,,
A044785,,Cat,Female,,2,DOMESTIC SH,GRAY TABBY,,10/21/2017,Stray,Over the Counter,Euthanized,Feral,10/23/2017,,,,,,
A044786,,Cat,Male,,2,DOMESTIC SH,BLK TABBY,,10/21/2017,Stray,Over the Counter,Euthanized,Feral,10/23/2017,,,,,,
A044788,,Cat,Male,,2,DOMESTIC SH,BLK TABBY,,10/21/2017,Stray,Over the Counter,Euthanized,Feral,10/23/2017,,,,,,
A044790,,Cat,Male,,2,DOMESTIC SH,BRN TABBY,,10/21/2017,Stray,Over the Counter,Euthanized,Feral,10/23/2017,,,,,,
A044791,BEAU,Dog,Neutered Male,,4,PLOTT HOUND,BR BRINDLE,982000411727962,10/21/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,10/23/2017,,,,,,
A044800,ELEKTRA,Cat,Spayed Female,,4,DOMESTIC SH,GRAY,981020023217721,10/22/2017,Stray,Animal Control,Foster,Injury Minor,10/27/2017,,,,,,
